row_num,province_0,province_1,province_2,province_3,province_4,province_5
209,1,6,26,38,44,35
210,4,8,26,42,23,27
211,1,10,19,29,37,37
212,1,10,17,28,38,28
213,1,9,37,46,30,33
214,3,13,30,37,38,30
215,0,8,16,36,39,41
216,0,4,27,33,32,31
217,1,8,23,44,36,39
218,2,9,22,53,27,18
219,0,6,20,31,40,27
220,3,13,29,38,45,36
221,3,12,24,26,28,34
222,4,8,31,27,55,37
223,1,7,19,42,43,37
224,0,7,23,27,49,33
225,2,9,27,36,38,39
226,2,13,28,43,32,27
227,3,11,18,33,23,29
228,2,12,27,38,36,34
229,4,8,37,31,39,35
230,2,7,24,43,43,33
231,3,12,20,26,31,42
232,2,7,30,45,29,29
233,2,15,16,46,30,32
234,2,10,34,40,41,42
235,1,11,21,35,40,35
236,1,6,24,36,31,29
237,3,7,24,34,36,31
238,0,7,25,40,45,31
239,2,11,20,35,48,31
240,3,6,25,29,39,33
241,5,7,24,40,43,28
242,2,8,19,42,37,40
243,2,9,25,37,42,37
244,2,7,18,39,45,31
245,1,9,30,42,38,30
246,2,10,19,38,46,29
247,1,7,23,26,27,39
248,2,14,27,36,23,24
249,1,7,24,39,44,45
250,2,10,24,39,47,26
251,1,4,26,36,45,36
252,0,13,31,44,38,37
253,0,8,24,39,35,26
254,3,7,16,45,34,30
255,1,11,26,44,32,37
256,3,11,18,38,43,39
257,2,9,23,43,33,39
258,3,16,23,41,40,45
259,3,14,19,27,41,35
260,2,7,29,40,44,38
261,3,8,26,38,44,25
262,4,12,17,51,53,39
263,3,9,17,42,51,38
264,2,13,20,33,47,28
265,4,21,28,46,32,30
266,3,8,27,33,35,28
267,0,5,27,38,31,38
268,4,7,26,29,40,40
269,4,7,21,33,34,37
270,3,8,19,40,33,42
271,2,11,18,32,32,41
272,2,10,29,41,32,45
273,3,12,28,41,32,27
274,1,13,31,45,42,29
275,1,5,22,33,41,30
276,1,4,22,34,42,38
277,1,6,27,49,35,36
278,0,11,24,39,34,28
279,1,10,19,31,34,26
280,1,9,23,48,36,46
281,6,8,23,27,35,39
282,0,5,24,36,45,31
283,3,16,19,48,47,30
284,2,11,19,35,39,35
285,1,6,25,24,50,27
286,1,7,24,36,40,31
287,3,15,16,34,40,32
288,2,9,20,46,48,37
289,0,11,31,42,44,34
290,2,13,20,41,50,42
291,2,9,16,30,34,32
292,1,9,28,44,43,41
293,2,13,29,42,41,34
294,4,8,25,29,36,37
295,0,9,20,44,25,39
296,2,7,28,41,44,36
297,5,12,26,42,34,27
298,3,7,12,46,35,36
299,4,12,17,34,42,36
300,2,13,20,40,43,34
301,0,13,21,40,44,48
302,3,9,27,37,48,27
303,5,8,31,34,44,38
304,4,10,21,34,38,31
305,5,10,23,39,37,41
306,6,11,17,35,37,38
307,1,11,25,33,32,39
308,4,13,28,33,36,33
309,5,9,19,32,41,34
310,1,7,24,37,48,35
311,1,9,15,28,36,37
312,3,10,19,34,46,37
313,3,9,30,43,38,29
314,4,7,19,40,25,25
315,3,8,19,38,42,30
316,1,12,26,31,34,39
317,1,15,17,44,38,44
318,4,7,26,36,39,33
319,3,11,14,35,32,31
320,2,14,17,40,39,26
321,0,8,22,31,42,23
322,3,11,24,25,24,34
323,1,10,28,44,42,26
324,3,13,24,32,44,39
325,4,3,23,34,30,34
326,0,12,30,44,48,39
327,3,8,17,24,50,39
328,1,9,24,37,44,34
329,0,4,17,33,47,29
330,1,13,29,34,34,43
331,3,13,22,29,35,35
332,2,10,31,45,37,26
333,3,16,24,44,37,42
334,0,10,22,42,44,35
335,2,9,18,27,43,39
336,1,6,20,30,32,29
337,4,7,23,30,50,39
338,2,10,20,38,32,33
339,2,11,22,42,45,28
340,5,8,22,44,45,44
341,5,5,23,31,35,50
342,5,7,24,31,33,40
343,1,10,23,32,48,40
344,1,5,23,44,39,46
345,1,14,20,24,40,31
346,0,14,18,33,38,45
347,0,2,23,36,42,25
348,2,8,17,27,34,42
349,1,10,24,40,37,32
350,1,13,25,34,45,37
351,4,10,28,24,31,33
352,3,7,32,32,34,28
353,2,11,22,34,35,31
354,2,8,28,34,49,30
355,2,5,19,33,40,32
356,1,13,20,37,29,45
357,5,7,29,42,39,27
358,4,6,23,32,41,36
359,2,6,18,39,42,35
360,0,14,24,42,37,38
361,2,8,23,31,38,35
362,3,13,28,28,34,21
363,2,8,17,38,42,38
364,0,11,23,37,39,36
365,2,6,28,46,34,25
366,1,13,18,47,27,31
367,2,11,22,44,32,29
368,1,11,29,38,41,34
369,4,13,22,45,39,41
370,1,6,31,34,25,40
371,1,9,21,36,33,32
372,2,12,27,33,43,34
373,1,7,29,35,42,36
374,2,7,28,39,48,25
375,4,13,25,36,45,27
376,2,12,20,52,48,33
377,1,10,20,37,41,34
378,6,10,22,33,37,27
379,2,11,18,34,34,33
380,1,7,30,44,33,42
381,2,12,21,49,47,36
382,1,12,23,42,42,30
383,5,11,23,31,46,33
384,1,7,17,41,42,25
385,2,10,31,40,40,35
386,1,8,29,36,38,45
387,1,6,26,32,32,31
388,2,7,33,37,33,27
389,3,11,17,45,38,27
390,1,5,18,30,50,34
391,2,12,15,28,32,31
392,2,10,22,28,40,38
393,4,12,27,34,42,36
394,3,13,26,36,41,36
395,0,10,27,30,38,45
396,0,10,32,33,32,42
397,1,8,22,38,37,45
398,3,10,22,37,42,35
399,2,8,19,39,34,37
400,0,14,28,25,44,30
401,3,6,26,31,42,31
402,0,10,25,30,39,31
403,2,5,25,38,42,38
404,2,11,24,45,42,37
405,0,7,25,39,33,33
406,2,8,25,43,35,38
407,4,11,18,38,37,30
408,4,11,24,41,42,24
409,3,5,17,40,45,30
410,1,6,18,39,49,42
411,2,10,26,47,43,29
412,0,5,26,37,35,48
413,2,7,32,43,41,42
414,1,12,31,37,45,31
415,3,6,21,44,39,28
416,1,10,25,32,50,30
417,2,10,21,39,38,36
418,0,7,18,45,46,42
419,2,11,18,48,30,44
420,3,6,22,42,38,30
421,2,9,21,33,39,30
422,0,11,32,40,47,27
423,1,12,18,34,40,38
424,2,11,27,29,41,48
425,1,4,27,33,28,43
426,4,10,27,33,29,38
427,0,7,23,30,46,23
428,5,12,19,38,52,23
429,0,12,19,29,33,33
430,0,13,18,36,42,36
431,1,13,22,26,35,42
432,2,9,27,29,33,31
433,2,11,21,35,30,43
434,0,8,28,36,38,40
435,0,6,25,39,43,31
436,4,9,24,37,42,32
437,3,14,26,48,36,43
438,1,15,20,49,31,37
439,5,8,31,40,31,30
440,5,6,24,39,37,37
441,2,9,26,32,37,25
442,3,8,31,41,44,34
443,5,6,29,40,34,29
444,6,12,20,31,46,48
445,4,12,23,27,51,41
446,7,8,20,35,32,24
447,1,15,21,36,34,36
448,3,9,12,42,36,25
449,1,4,28,37,46,38
450,2,16,26,42,48,35
451,5,10,21,47,30,34
452,2,9,23,35,56,39
453,5,10,19,36,32,30
454,2,16,19,34,50,41
455,1,11,22,26,37,36
456,1,8,16,29,33,30
457,3,8,31,26,34,34
458,1,10,24,45,42,48
459,6,10,19,40,37,31
460,1,13,41,37,47,44
461,1,10,21,43,39,39
462,2,13,20,28,43,36
463,4,10,27,45,26,50
464,1,10,22,34,34,32
465,1,10,20,30,40,31
466,0,9,24,32,37,24
467,2,9,25,43,31,32
468,3,10,19,35,34,27
469,3,12,18,37,41,30
470,1,9,22,24,41,37
471,1,7,20,27,38,40
472,0,7,23,33,43,40
473,1,18,22,43,36,34
474,0,9,19,40,30,32
475,0,7,18,30,41,36
476,0,11,22,41,28,37
477,3,7,16,42,37,41
478,1,9,23,33,39,31
479,1,14,24,37,43,30
480,2,12,23,34,47,37
481,0,6,20,38,42,30
482,2,11,26,35,38,26
483,2,10,20,42,48,24
484,2,4,17,31,34,39
485,2,8,25,35,38,28
486,3,15,26,34,35,34
487,1,9,25,35,33,43
488,4,6,27,29,41,36
489,2,6,38,38,36,31
490,2,10,27,43,34,36
491,1,1,21,43,44,27
492,5,8,22,32,45,23
493,2,8,21,44,42,31
494,2,21,28,50,36,29
495,2,11,26,40,50,30
496,3,8,24,44,49,34
497,3,10,17,36,41,34
498,1,10,16,45,39,40
499,1,12,26,44,40,34
500,3,10,22,30,45,31
501,3,9,26,39,36,39
502,2,12,33,35,35,41
503,0,13,29,36,40,34
504,3,9,19,38,40,32
505,0,15,21,43,46,36
506,2,11,23,33,32,36
507,5,10,19,34,37,41
508,1,14,18,37,43,35
509,2,14,16,35,30,29
510,3,6,19,43,34,31
511,1,5,14,48,39,42
512,2,7,25,34,40,38
513,1,10,22,36,60,31
514,1,14,36,28,46,27
515,1,7,19,41,41,34
516,1,11,32,44,41,31
517,2,12,15,22,45,31
518,2,7,21,33,42,38
519,2,12,28,35,46,31
520,4,10,29,30,27,32
521,2,8,27,44,34,29
522,0,10,28,38,58,31
523,4,5,28,32,35,31
524,4,7,26,39,41,31
525,1,12,21,25,41,32
526,1,12,30,39,40,34
527,2,12,27,37,42,37
528,0,8,21,27,37,40
529,1,3,19,25,33,32
530,2,8,30,31,37,39
531,0,15,20,30,46,28
532,0,9,13,35,35,44
533,2,10,16,33,42,36
534,2,11,17,41,38,41
535,3,8,32,38,41,26
536,2,10,20,36,37,29
537,1,10,20,32,34,29
538,2,6,21,39,39,31
539,0,8,14,45,35,29
540,3,12,20,33,31,49
541,5,8,36,31,27,38
542,2,7,23,27,40,30
543,3,13,29,34,34,37
544,3,10,25,30,42,43
545,2,8,24,38,39,44
546,1,13,17,28,34,46
547,7,11,22,29,39,39
548,0,10,24,30,35,25
549,1,5,29,34,37,27
550,0,8,30,41,41,41
551,0,8,33,31,33,31
552,2,10,31,31,34,28
553,0,14,21,30,54,34
554,2,13,14,29,45,33
555,1,9,21,35,42,29
556,1,9,27,41,37,35
557,3,16,20,26,43,33
558,2,9,32,37,41,30
559,2,11,19,24,50,43
560,2,12,15,30,46,27
561,0,12,31,32,31,43
562,2,7,31,40,33,47
563,2,8,23,44,41,27
564,2,13,24,37,43,32
565,2,18,24,37,39,27
566,1,9,17,35,45,35
567,0,5,21,39,37,31
568,2,9,21,27,40,28
569,1,6,21,42,40,31
570,2,9,24,47,31,26
571,1,13,18,22,57,44
572,0,12,24,32,42,34
573,3,8,20,36,46,25
574,0,6,17,41,40,42
575,3,14,28,37,33,34
576,1,10,32,32,41,39
577,0,8,21,35,47,43
578,0,7,18,46,38,38
579,2,8,25,42,37,31
580,1,7,15,42,47,34
581,1,10,21,43,33,26
582,2,11,33,50,39,43
583,0,8,21,40,41,36
584,4,9,37,44,32,31
585,1,16,28,46,30,37
586,2,12,23,29,28,31
587,2,5,19,42,33,42
588,1,10,23,42,41,40
589,1,11,19,42,45,43
590,1,11,21,40,41,23
591,4,6,20,44,31,35
592,3,5,17,31,28,45
593,3,9,23,31,37,30
594,0,12,26,52,50,45
595,1,7,30,35,50,34
596,2,9,27,26,34,29
597,2,17,13,31,45,47
598,2,12,22,46,44,36
599,5,4,23,43,35,41
600,3,13,26,40,30,26
601,1,5,21,25,38,30
602,1,12,20,41,38,30
603,3,6,28,35,37,39
604,3,7,22,38,41,30
605,2,10,29,37,42,33
606,2,7,21,22,37,25
607,1,5,24,34,36,25
608,2,13,22,43,31,35
609,0,12,23,42,45,34
610,1,11,26,50,42,35
611,2,17,24,35,48,31
612,2,14,18,48,48,32
613,2,9,26,35,37,27
614,2,11,27,47,40,26
615,3,10,33,41,47,43
616,1,6,23,40,39,37
617,4,10,27,40,29,33
618,0,15,30,30,38,34
619,0,7,21,39,47,30
620,1,12,33,31,40,37
621,3,6,21,42,33,38
622,1,7,27,37,45,40
623,1,7,31,31,62,37
624,4,11,17,36,42,42
625,1,9,24,26,42,43
626,0,12,20,34,45,39
627,1,14,15,40,41,34
628,3,12,23,36,37,40
629,3,5,38,34,39,42
630,1,12,21,46,46,29
631,0,6,19,39,36,39
632,1,12,15,38,43,36
633,1,15,28,48,35,29
634,3,18,26,31,34,39
635,1,7,19,37,31,38
636,1,12,29,51,46,23
637,2,7,25,37,41,33
638,2,11,21,29,39,27
639,0,7,26,25,35,31
640,2,5,23,27,36,33
641,2,11,23,43,53,30
642,0,13,20,40,35,48
643,0,12,22,41,38,22
644,3,6,20,36,41,34
645,3,8,27,39,38,31
646,0,3,24,40,31,30
647,0,8,21,37,41,33
648,2,12,21,38,33,30
649,2,8,28,41,39,31
650,2,8,23,41,38,42
651,2,10,29,40,41,40
652,0,8,17,32,43,32
653,1,11,29,45,38,37
654,1,7,22,44,44,38
655,4,9,30,39,36,29
656,0,15,34,47,35,27
657,1,9,12,36,37,46
658,3,9,21,33,40,35
659,0,8,20,37,42,28
660,2,7,24,33,43,35
661,3,15,26,46,39,31
662,2,6,26,37,43,28
663,1,12,19,46,35,31
664,3,8,25,43,29,45
665,1,7,20,34,37,26
666,4,9,29,39,25,31
667,2,13,28,37,32,30
668,3,14,19,40,51,43
669,1,11,16,33,46,45
670,3,13,21,36,34,27
671,4,9,18,37,37,39
672,3,11,18,39,42,34
673,3,13,27,49,46,35
674,1,11,29,26,34,36
675,2,8,24,41,33,23
676,3,16,19,35,43,29
677,3,8,20,40,41,43
678,0,15,23,39,38,36
679,3,7,24,32,35,36
680,1,16,24,26,36,35
681,5,9,24,36,37,34
682,3,8,31,38,39,43
683,1,15,21,32,43,25
684,2,10,26,34,38,44
685,0,8,20,36,49,33
686,0,9,21,25,35,43
687,0,7,36,40,31,32
688,4,13,27,32,40,31
689,0,6,27,29,37,25
690,1,8,25,32,39,38
691,1,12,17,41,41,42
692,2,10,21,35,42,26
693,3,8,37,39,33,41
694,1,9,27,35,37,36
695,2,6,29,48,31,21
696,3,6,30,53,29,35
697,3,7,26,38,37,35
698,0,6,32,41,36,43
699,0,5,27,41,35,30
700,3,13,27,26,40,40
701,4,8,31,31,39,31
702,1,7,27,36,31,32
703,2,7,21,29,44,41
704,1,8,22,45,46,37
705,1,19,12,30,35,26
706,2,8,23,47,32,24
707,1,14,19,39,33,34
708,1,10,37,35,30,38
709,2,11,28,42,39,32
710,1,9,27,30,33,34
711,3,10,28,38,42,34
712,1,7,17,33,42,31
713,1,7,20,50,44,39
714,0,13,17,38,40,32
715,4,7,20,34,39,33
716,0,13,23,45,42,37
717,2,9,33,43,36,33
718,0,10,27,38,51,34
719,2,6,18,37,42,36
720,2,13,26,39,49,42
721,1,9,33,36,27,29
722,4,12,27,30,42,35
723,2,12,30,41,36,34
724,0,12,28,43,53,41
725,2,9,18,33,42,42
726,2,11,15,29,36,29
727,2,5,27,40,41,33
728,3,17,23,39,42,31
729,3,13,28,40,31,37
730,2,6,31,44,27,26
731,0,7,31,38,42,28
732,2,17,16,34,35,28
733,3,8,26,36,43,33
734,2,12,26,29,44,43
735,2,9,24,30,34,26
736,1,5,23,37,44,36
737,1,12,22,32,36,34
738,1,12,22,40,39,29
739,1,8,18,36,32,31
740,3,10,28,41,28,41
741,1,12,27,29,42,30
742,1,7,37,41,31,27
743,1,12,25,29,37,30
744,3,10,19,37,28,39
745,1,5,34,37,29,33
746,2,9,30,38,43,26
747,4,7,24,43,44,32
748,1,5,18,37,36,36
749,2,8,23,26,37,42
750,1,6,40,28,37,42
751,2,8,26,52,29,29
752,2,7,26,43,38,36
753,1,14,30,43,32,25
754,0,7,34,37,39,40
755,1,7,30,34,43,36
756,0,11,21,38,50,37
757,3,12,34,26,38,35
758,3,10,22,30,24,38
759,2,14,23,28,35,39
760,0,14,42,40,40,34
761,1,10,15,29,44,19
762,2,7,25,33,29,34
763,3,5,24,41,44,37
764,2,8,24,31,44,38
765,0,10,30,30,41,36
766,2,15,23,30,39,37
767,5,7,23,41,33,21
768,1,10,32,40,38,42
769,4,7,18,34,42,35
770,4,13,18,40,33,33
771,1,9,28,29,36,33
772,4,8,16,24,38,37
773,1,6,28,34,39,47
774,4,12,22,29,27,31
775,2,10,20,46,49,32
776,0,12,22,40,49,29
777,1,13,21,37,29,23
778,1,8,26,55,30,36
779,2,12,28,29,46,39
780,1,8,20,44,30,35
781,3,11,20,40,48,39
782,1,10,28,37,42,33
783,0,13,30,43,42,35
784,2,4,25,54,31,34
785,1,9,26,35,39,29
786,0,16,23,26,27,37
787,4,9,27,35,40,46
788,1,8,19,37,49,37
789,1,9,22,43,42,37
790,5,13,22,34,37,38
791,3,10,22,33,38,39
792,2,7,24,38,40,33
793,0,10,28,34,47,30
794,3,5,13,39,43,34
795,3,12,30,34,36,32
796,2,11,29,45,44,38
797,4,9,24,40,46,33
798,1,8,23,35,44,43
799,3,12,28,35,42,41
800,4,10,18,35,52,38
801,1,14,25,47,37,42
802,3,9,24,36,41,27
803,1,5,13,35,39,28
804,2,11,18,41,44,29
805,2,10,17,40,35,29
806,1,18,17,38,42,45
807,1,10,30,34,40,28
808,3,12,22,42,39,39
809,3,12,26,41,52,31
810,3,12,24,35,45,27
811,2,13,25,44,39,30
812,3,7,14,44,36,33
813,1,13,22,32,38,32
814,0,10,27,39,40,37
815,2,10,25,27,37,36
816,0,8,22,34,31,33
817,1,6,30,32,25,29
818,5,14,28,33,46,46
819,4,7,15,32,30,46
820,2,6,33,39,35,40
821,2,6,27,51,35,33
822,1,4,21,42,52,35
823,2,6,22,32,43,45
824,5,11,24,31,40,26
825,0,11,32,37,47,40
826,0,10,22,31,46,25
827,1,11,15,27,35,38
828,1,6,15,30,38,40
829,1,12,24,38,26,39
830,1,8,26,33,39,44
831,1,8,22,25,45,34
832,4,13,21,35,32,38
833,4,9,18,44,51,36
834,2,13,24,25,39,34
835,2,7,24,42,37,37
836,2,8,17,31,31,31
837,1,6,19,30,47,29
838,3,15,20,34,27,25
839,5,9,27,44,41,41
840,1,11,24,43,41,40
841,1,7,22,36,40,31
842,0,5,24,37,40,37
843,1,12,26,33,46,37
844,1,6,27,43,41,27
845,0,10,23,43,35,31
846,2,11,28,34,29,32
847,2,8,23,35,33,35
848,1,14,29,32,30,53
849,3,10,32,45,45,40
850,1,9,30,36,34,33
851,2,10,23,29,27,32
852,2,8,26,24,55,35
853,2,10,26,24,39,34
854,0,7,19,34,25,35
855,0,8,30,58,47,28
856,0,6,18,36,51,34
857,1,9,29,29,42,28
858,0,9,22,42,36,31
859,2,7,17,30,26,41
860,3,13,23,50,39,39
861,2,12,21,35,36,44
862,4,14,28,35,29,47
863,2,8,16,33,50,30
864,0,7,21,39,40,28
865,2,10,30,31,43,31
866,1,12,21,47,37,34
867,1,11,25,34,40,34
868,0,8,15,37,31,31
869,1,12,35,36,52,26
870,1,14,22,38,36,34
871,1,8,19,39,51,33
872,3,6,21,42,57,33
873,1,3,18,25,45,35
874,3,6,17,35,39,39
875,2,12,28,34,34,38
876,2,11,29,40,43,32
877,2,10,25,45,34,44
878,3,8,25,38,40,36
879,3,12,21,43,35,37
880,2,9,15,33,33,41
881,2,9,19,31,40,34
882,4,10,18,37,34,31
883,6,7,22,42,32,42
884,0,8,33,33,47,39
885,1,10,25,33,37,45
886,2,7,17,45,34,33
887,1,4,29,33,34,37
888,1,13,24,31,46,31
889,3,14,24,31,45,27
890,3,6,39,36,34,41
891,3,10,27,26,41,32
892,0,11,22,28,32,31
893,1,7,16,44,38,34
894,1,12,20,31,42,35
895,2,6,27,39,45,31
896,3,8,19,29,35,35
897,1,11,20,39,37,32
898,4,7,25,45,41,36
899,1,11,28,39,34,36
900,2,8,17,41,37,26
901,1,11,32,44,28,26
902,1,8,23,40,44,41
903,3,8,25,41,36,33
904,3,6,20,30,42,34
905,2,10,22,35,30,27
906,0,8,23,35,42,41
907,2,9,26,32,37,37
908,0,7,24,32,29,34
909,2,8,25,41,32,29
910,0,11,26,29,34,38
911,5,13,32,44,45,32
912,3,7,31,45,33,29
913,2,12,28,32,34,40
914,1,10,32,31,41,39
915,0,13,21,52,45,37
916,4,5,18,48,41,33
917,1,5,25,31,51,40
918,0,10,29,46,40,32
919,3,7,22,37,29,25
920,3,9,22,33,40,35
921,1,10,25,49,33,30
922,0,13,22,36,46,32
923,2,8,24,35,28,31
924,5,9,24,41,39,34
925,1,6,24,42,31,38
926,1,9,26,34,28,38
927,0,8,18,33,44,31
928,1,9,29,25,51,33
929,0,7,18,35,27,23
930,1,7,17,44,43,36
931,0,13,21,32,32,33
932,0,10,26,44,44,46
933,2,8,18,40,34,36
934,1,10,31,41,28,30
935,0,15,33,23,30,33
936,1,7,24,33,40,37
937,3,10,29,25,43,29
938,0,11,30,25,40,35
939,2,12,17,37,38,34
940,5,11,25,36,44,28
941,1,8,17,46,40,32
942,2,13,26,27,50,30
943,4,7,22,47,49,32
944,1,8,17,39,37,23
945,3,12,27,33,53,27
946,1,11,25,44,42,35
947,0,4,17,35,44,36
948,5,12,24,36,43,31
949,1,8,15,30,37,41
950,3,12,19,40,40,28
951,2,5,22,40,32,29
952,2,7,22,28,45,28
953,1,6,19,29,29,40
954,2,12,30,21,53,29
955,0,9,21,39,34,35
956,3,9,28,41,42,37
957,1,12,33,33,35,31
958,2,8,23,48,44,30
959,4,13,26,43,42,39
960,2,9,24,32,46,25
961,2,12,19,27,41,38
962,0,6,23,38,47,33
963,1,6,28,36,37,34
964,1,3,19,28,40,30
965,0,8,23,33,32,35
966,1,13,25,42,35,33
967,2,15,21,37,47,34
968,1,7,25,31,40,43
969,2,8,27,25,31,30
970,1,9,25,28,41,39
971,0,10,31,28,42,45
972,2,6,23,34,37,30
973,1,6,29,36,30,38
974,5,5,18,34,53,37
975,1,10,21,32,35,39
976,2,9,20,49,39,33
977,4,7,29,38,25,29
978,3,13,19,36,42,34
979,0,15,33,40,32,39
980,4,10,26,39,49,33
981,2,8,16,39,38,36
982,0,13,22,42,32,32
983,1,11,28,42,56,41
984,0,9,29,39,27,40
985,2,8,22,47,35,29
986,3,9,29,48,32,29
987,1,9,20,28,37,30
988,1,6,27,40,27,33
989,3,10,16,41,38,30
990,2,10,26,38,42,25
991,2,8,22,50,52,28
992,2,6,19,46,28,38
993,1,16,32,32,41,33
994,1,7,26,42,33,39
995,1,7,20,36,28,40
